date
2019-04-24;24
2019-04-25;20
2019-04-26;22
2019-04-27;18
2019-04-28;18
2019-04-29;18
2019-04-30;20
2019-05-01;17
2019-05-02;19
2019-05-03;28
2019-05-04;24
2019-05-05;24
2019-05-06;21
2019-05-07;25
2019-05-08;25
2019-05-09;28
2019-05-10;29
2019-05-11;49
2019-05-12;54
2019-05-13;54
2019-05-14;66
2019-05-15;56
2019-05-16;44
2019-05-17;49
2019-05-18;38
2019-05-19;40
2019-05-20;38
2019-05-21;32
2019-05-22;34
2019-05-23;33
2019-05-24;35
2019-05-25;31
2019-05-26;34
2019-05-27;48
2019-05-28;37
2019-05-29;37
2019-05-30;37
2019-05-31;36
2019-06-01;36
2019-06-02;31
2019-06-03;31
2019-06-04;35
2019-06-05;30
2019-06-06;26
2019-06-07;30
2019-06-08;29
2019-06-09;27
2019-06-10;29
2019-06-11;26
2019-06-12;26
2019-06-13;27
2019-06-14;31
2019-06-15;33
2019-06-16;45
2019-06-17;46
2019-06-18;38
2019-06-19;32
2019-06-20;34
2019-06-21;50
2019-06-22;83
2019-06-23;58
2019-06-24;53
2019-06-25;60
2019-06-26;100
2019-06-27;88
2019-06-28;70
2019-06-29;59
2019-06-30;50
2019-07-01;49
2019-07-02;53
2019-07-03;49
2019-07-04;50
2019-07-05;45
2019-07-06;39
2019-07-07;36
2019-07-08;40
2019-07-09;48
2019-07-10;52
2019-07-11;44
2019-07-12;46
2019-07-13;39
2019-07-14;36
2019-07-15;42
2019-07-16;49
2019-07-17;48
2019-07-18;41
2019-07-19;38
2019-07-20;34
2019-07-21;31

