x

2019-04-24;12
2019-04-25;8
2019-04-26;8
2019-04-27;13
2019-04-28;18
2019-04-29;15
2019-04-30;28
2019-05-01;59
2019-05-02;24
2019-05-03;32
2019-05-04;18
2019-05-05;26
2019-05-06;23
2019-05-07;23
2019-05-08;16
2019-05-09;24
2019-05-10;33
2019-05-11;46
2019-05-12;14
2019-05-13;16
2019-05-14;47
2019-05-15;43
2019-05-16;51
2019-05-17;33
2019-05-18;23
2019-05-19;27
2019-05-20;31
2019-05-21;31
2019-05-22;39
2019-05-23;38
2019-05-24;16
2019-05-25;41
2019-05-26;22
2019-05-27;36
2019-05-28;15
2019-05-29;15
2019-05-30;15
2019-05-31;28
2019-06-01;14
2019-06-02;26
2019-06-03;23
2019-06-04;19
2019-06-05;19
2019-06-06;15
2019-06-07;16
2019-06-08;45
2019-06-09;18
2019-06-10;19
2019-06-11;23
2019-06-12;12
2019-06-13;19
2019-06-14;8
2019-06-15;9
2019-06-16;26
2019-06-17;39
2019-06-18;35
2019-06-19;15
2019-06-20;16
2019-06-21;20
2019-06-22;49
2019-06-23;27
2019-06-24;39
2019-06-25;31
2019-06-26;100
2019-06-27;46
2019-06-28;33
2019-06-29;14
2019-06-30;0
2019-07-01;39
2019-07-02;27
2019-07-03;20
2019-07-04;28
2019-07-05;25
2019-07-06;9
2019-07-07;9
2019-07-08;8
2019-07-09;8
2019-07-10;11
2019-07-11;23
2019-07-12;8
2019-07-13;18
2019-07-14;18
2019-07-15;16
2019-07-16;20
2019-07-17;8
2019-07-18;16
2019-07-19;38
2019-07-20;0
2019-07-21;9
