date
2019-04-24;22
2019-04-25;20
2019-04-26;18
2019-04-27;17
2019-04-28;15
2019-04-29;22
2019-04-30;21
2019-05-01;13
2019-05-02;18
2019-05-03;27
2019-05-04;29
2019-05-05;15
2019-05-06;23
2019-05-07;31
2019-05-08;15
2019-05-09;29
2019-05-10;29
2019-05-11;54
2019-05-12;49
2019-05-13;53
2019-05-14;56
2019-05-15;42
2019-05-16;55
2019-05-17;46
2019-05-18;27
2019-05-19;41
2019-05-20;31
2019-05-21;39
2019-05-22;33
2019-05-23;33
2019-05-24;27
2019-05-25;27
2019-05-26;34
2019-05-27;53
2019-05-28;38
2019-05-29;35
2019-05-30;39
2019-05-31;38
2019-06-01;29
2019-06-02;32
2019-06-03;24
2019-06-04;38
2019-06-05;39
2019-06-06;26
2019-06-07;29
2019-06-08;22
2019-06-09;27
2019-06-10;29
2019-06-11;25
2019-06-12;27
2019-06-13;24
2019-06-14;32
2019-06-15;33
2019-06-16;30
2019-06-17;40
2019-06-18;46
2019-06-19;31
2019-06-20;27
2019-06-21;47
2019-06-22;84
2019-06-23;39
2019-06-24;44
2019-06-25;63
2019-06-26;100
2019-06-27;75
2019-06-28;51
2019-06-29;55
2019-06-30;54
2019-07-01;65
2019-07-02;44
2019-07-03;56
2019-07-04;34
2019-07-05;48
2019-07-06;38
2019-07-07;39
2019-07-08;43
2019-07-09;45
2019-07-10;54
2019-07-11;60
2019-07-12;27
2019-07-13;33
2019-07-14;44
2019-07-15;46
2019-07-16;49
2019-07-17;44
2019-07-18;44
2019-07-19;39
2019-07-20;25
2019-07-21;31
