date
2019-04-24;42
2019-04-25;22
2019-04-26;22
2019-04-27;65
2019-04-28;24
2019-04-29;28
2019-04-30;21
2019-05-01;23
2019-05-02;22
2019-05-03;66
2019-05-04;48
2019-05-05;73
2019-05-06;21
2019-05-07;28
2019-05-08;54
2019-05-09;44
2019-05-10;22
2019-05-11;37
2019-05-12;24
2019-05-13;29
2019-05-14;100
2019-05-15;36
2019-05-16;65
2019-05-17;56
2019-05-18;0
2019-05-19;48
2019-05-20;35
2019-05-21;31
2019-05-22;42
2019-05-23;63
2019-05-24;22
2019-05-25;25
2019-05-26;50
2019-05-27;43
2019-05-28;49
2019-05-29;83
2019-05-30;21
2019-05-31;29
2019-06-01;49
2019-06-02;72
2019-06-03;35
2019-06-04;71
2019-06-05;21
2019-06-06;28
2019-06-07;58
2019-06-08;24
2019-06-09;37
2019-06-10;21
2019-06-11;21
2019-06-12;21
2019-06-13;21
2019-06-14;50
2019-06-15;24
2019-06-16;64
2019-06-17;21
2019-06-18;42
2019-06-19;52
2019-06-20;32
2019-06-21;44
2019-06-22;57
2019-06-23;0
2019-06-24;49
2019-06-25;28
2019-06-26;70
2019-06-27;83
2019-06-28;67
2019-06-29;49
2019-06-30;24
2019-07-01;21
2019-07-02;32
2019-07-03;50
2019-07-04;59
2019-07-05;23
2019-07-06;25
2019-07-07;56
2019-07-08;35
2019-07-09;35
2019-07-10;35
2019-07-11;50
2019-07-12;45
2019-07-13;25
2019-07-14;47
2019-07-15;49
2019-07-16;32
2019-07-17;66
2019-07-18;0
2019-07-19;23
2019-07-20;34
2019-07-21;38

