date
2019-07-23T17:08:00-03:00;77
2019-07-23T17:16:00-03:00;66
2019-07-23T17:24:00-03:00;81
2019-07-23T17:32:00-03:00;74
2019-07-23T17:40:00-03:00;73
2019-07-23T17:48:00-03:00;72
2019-07-23T17:56:00-03:00;69
2019-07-23T18:04:00-03:00;66
2019-07-23T18:12:00-03:00;65
2019-07-23T18:20:00-03:00;75
2019-07-23T18:28:00-03:00;66
2019-07-23T18:36:00-03:00;81
2019-07-23T18:44:00-03:00;66
2019-07-23T18:52:00-03:00;75
2019-07-23T19:00:00-03:00;65
2019-07-23T19:08:00-03:00;76
2019-07-23T19:16:00-03:00;77
2019-07-23T19:24:00-03:00;75
2019-07-23T19:32:00-03:00;69
2019-07-23T19:40:00-03:00;79
2019-07-23T19:48:00-03:00;71
2019-07-23T19:56:00-03:00;65
2019-07-23T20:04:00-03:00;74
2019-07-23T20:12:00-03:00;71
2019-07-23T20:20:00-03:00;80
2019-07-23T20:28:00-03:00;80
2019-07-23T20:36:00-03:00;90
2019-07-23T20:44:00-03:00;55
2019-07-23T20:52:00-03:00;80
2019-07-23T21:00:00-03:00;84
2019-07-23T21:08:00-03:00;66
2019-07-23T21:16:00-03:00;88
2019-07-23T21:24:00-03:00;71
2019-07-23T21:32:00-03:00;68
2019-07-23T21:40:00-03:00;73
2019-07-23T21:48:00-03:00;55
2019-07-23T21:56:00-03:00;81
2019-07-23T22:04:00-03:00;72
2019-07-23T22:12:00-03:00;82
2019-07-23T22:20:00-03:00;68
2019-07-23T22:28:00-03:00;72
2019-07-23T22:36:00-03:00;82
2019-07-23T22:44:00-03:00;61
2019-07-23T22:52:00-03:00;69
2019-07-23T23:00:00-03:00;82
2019-07-23T23:08:00-03:00;72
2019-07-23T23:16:00-03:00;71
2019-07-23T23:24:00-03:00;72
2019-07-23T23:32:00-03:00;75
2019-07-23T23:40:00-03:00;75
2019-07-23T23:48:00-03:00;97
2019-07-23T23:56:00-03:00;77
2019-07-24T00:04:00-03:00;74
2019-07-24T00:12:00-03:00;82
2019-07-24T00:20:00-03:00;85
2019-07-24T00:28:00-03:00;81
2019-07-24T00:36:00-03:00;75
2019-07-24T00:44:00-03:00;76
2019-07-24T00:52:00-03:00;70
2019-07-24T01:00:00-03:00;85
2019-07-24T01:08:00-03:00;88
2019-07-24T01:16:00-03:00;73
2019-07-24T01:24:00-03:00;81
2019-07-24T01:32:00-03:00;71
2019-07-24T01:40:00-03:00;85
2019-07-24T01:48:00-03:00;100
2019-07-24T01:56:00-03:00;82
2019-07-24T02:04:00-03:00;79
2019-07-24T02:12:00-03:00;79
2019-07-24T02:20:00-03:00;81
2019-07-24T02:28:00-03:00;81
2019-07-24T02:36:00-03:00;90
2019-07-24T02:44:00-03:00;85
2019-07-24T02:52:00-03:00;78
2019-07-24T03:00:00-03:00;90
2019-07-24T03:08:00-03:00;87
2019-07-24T03:16:00-03:00;82
2019-07-24T03:24:00-03:00;81
2019-07-24T03:32:00-03:00;76
2019-07-24T03:40:00-03:00;78
2019-07-24T03:48:00-03:00;89
2019-07-24T03:56:00-03:00;79
2019-07-24T04:04:00-03:00;83
2019-07-24T04:12:00-03:00;83
2019-07-24T04:20:00-03:00;66
2019-07-24T04:28:00-03:00;89
2019-07-24T04:36:00-03:00;79
2019-07-24T04:44:00-03:00;88
2019-07-24T04:52:00-03:00;86
2019-07-24T05:00:00-03:00;87
2019-07-24T05:08:00-03:00;57
2019-07-24T05:16:00-03:00;75
2019-07-24T05:24:00-03:00;72
2019-07-24T05:32:00-03:00;79
2019-07-24T05:40:00-03:00;73
2019-07-24T05:48:00-03:00;58
2019-07-24T05:56:00-03:00;67
2019-07-24T06:04:00-03:00;67
2019-07-24T06:12:00-03:00;68
2019-07-24T06:20:00-03:00;64
2019-07-24T06:28:00-03:00;58
2019-07-24T06:36:00-03:00;62
2019-07-24T06:44:00-03:00;72
2019-07-24T06:52:00-03:00;56
2019-07-24T07:00:00-03:00;79
2019-07-24T07:08:00-03:00;66
2019-07-24T07:16:00-03:00;72
2019-07-24T07:24:00-03:00;70
2019-07-24T07:32:00-03:00;68
2019-07-24T07:40:00-03:00;73
2019-07-24T07:48:00-03:00;66
2019-07-24T07:56:00-03:00;69
2019-07-24T08:04:00-03:00;78
2019-07-24T08:12:00-03:00;68
2019-07-24T08:20:00-03:00;74
2019-07-24T08:28:00-03:00;72
2019-07-24T08:36:00-03:00;80
2019-07-24T08:44:00-03:00;60
2019-07-24T08:52:00-03:00;65
2019-07-24T09:00:00-03:00;65
2019-07-24T09:08:00-03:00;77
2019-07-24T09:16:00-03:00;71
2019-07-24T09:24:00-03:00;66
2019-07-24T09:32:00-03:00;67
2019-07-24T09:40:00-03:00;66
2019-07-24T09:48:00-03:00;66
2019-07-24T09:56:00-03:00;59
2019-07-24T10:04:00-03:00;66
2019-07-24T10:12:00-03:00;60
2019-07-24T10:20:00-03:00;67
2019-07-24T10:28:00-03:00;63
2019-07-24T10:36:00-03:00;66
2019-07-24T10:44:00-03:00;58
2019-07-24T10:52:00-03:00;77
2019-07-24T11:00:00-03:00;58
2019-07-24T11:08:00-03:00;60
2019-07-24T11:16:00-03:00;58
2019-07-24T11:24:00-03:00;73
2019-07-24T11:32:00-03:00;64
2019-07-24T11:40:00-03:00;73
2019-07-24T11:48:00-03:00;69
2019-07-24T11:56:00-03:00;66
2019-07-24T12:04:00-03:00;68
2019-07-24T12:12:00-03:00;72
2019-07-24T12:20:00-03:00;73
2019-07-24T12:28:00-03:00;63
2019-07-24T12:36:00-03:00;67
2019-07-24T12:44:00-03:00;57
2019-07-24T12:52:00-03:00;67
2019-07-24T13:00:00-03:00;70
2019-07-24T13:08:00-03:00;62
2019-07-24T13:16:00-03:00;78
2019-07-24T13:24:00-03:00;64
2019-07-24T13:32:00-03:00;64
2019-07-24T13:40:00-03:00;76
2019-07-24T13:48:00-03:00;65
2019-07-24T13:56:00-03:00;67
2019-07-24T14:04:00-03:00;73
2019-07-24T14:12:00-03:00;76
2019-07-24T14:20:00-03:00;77
2019-07-24T14:28:00-03:00;73
2019-07-24T14:36:00-03:00;69
2019-07-24T14:44:00-03:00;67
2019-07-24T14:52:00-03:00;66
2019-07-24T15:00:00-03:00;69
2019-07-24T15:08:00-03:00;74
2019-07-24T15:16:00-03:00;66
2019-07-24T15:24:00-03:00;66
2019-07-24T15:32:00-03:00;72
2019-07-24T15:40:00-03:00;66
2019-07-24T15:48:00-03:00;63
2019-07-24T15:56:00-03:00;66
2019-07-24T16:04:00-03:00;83
2019-07-24T16:12:00-03:00;70
2019-07-24T16:20:00-03:00;54
2019-07-24T16:28:00-03:00;72
2019-07-24T16:36:00-03:00;65
2019-07-24T16:44:00-03:00;70
2019-07-24T16:52:00-03:00;70
